date,state,beds_covid,beds_noncrit,admitted_pui,admitted_covid,discharged_pui,discharged_covid,hosp_covid,hosp_pui
2020-08-28,Sarawak,217,2320,16,0,22,0,14,30
2020-08-28,Selangor,112,783,7,6,15,5,25,19
2020-08-28,Terengganu,132,1209,0,0,0,0,0,4
2020-08-28,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,1
2020-08-28,W.P. Labuan,11,115,1,0,0,0,0,1
2020-08-29,Johor,172,2579,1,0,1,1,3,2
2020-08-29,Kedah,224,1185,1,1,2,7,46,8
2020-08-29,Kelantan,217,1381,0,0,0,0,0,0
2020-08-29,Melaka,26,1039,2,4,0,0,7,2
2020-08-29,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-08-29,Pahang,78,1616,0,0,0,0,0,0
2020-08-29,Perak,235,2549,0,0,0,0,0,0
2020-08-29,Perlis,12,482,0,0,1,0,1,3
2020-08-29,Pulau Pinang,24,1124,0,0,0,4,4,0
2020-08-29,Sabah,410,2478,4,0,0,1,10,14
2020-08-29,Sarawak,217,2320,23,1,14,0,15,37
2020-08-29,Selangor,112,783,8,7,7,3,29,20
2020-08-29,Terengganu,132,1209,0,0,0,0,0,4
2020-08-29,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,1
2020-08-29,W.P. Labuan,11,115,0,0,0,0,0,1
2020-08-30,Johor,172,2579,1,0,0,0,3,2
2020-08-30,Kedah,224,1185,0,0,0,8,38,10
2020-08-30,Kelantan,217,1381,0,0,0,0,0,0
2020-08-30,Melaka,26,1039,1,0,0,0,7,3
2020-08-30,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-08-30,Pahang,78,1616,0,0,0,0,0,0
2020-08-30,Perak,235,2549,0,0,0,0,0,0
2020-08-30,Perlis,12,482,0,0,2,0,1,1
2020-08-30,Pulau Pinang,24,1124,0,0,0,0,4,0
2020-08-30,Sabah,410,2478,5,0,2,0,10,15
2020-08-30,Sarawak,217,2320,11,1,17,1,15,30
2020-08-30,Selangor,112,783,12,11,6,11,29,26
2020-08-30,Terengganu,132,1209,2,0,3,0,0,3
2020-08-30,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,2
2020-08-30,W.P. Labuan,11,115,0,0,0,0,0,1
2020-08-31,Johor,172,2579,1,0,0,2,1,3
2020-08-31,Kedah,224,1185,1,3,0,8,34,11
2020-08-31,Kelantan,217,1381,0,0,0,0,0,0
2020-08-31,Melaka,26,1039,0,0,0,0,7,3
2020-08-31,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-08-31,Pahang,78,1616,0,0,0,0,0,0
2020-08-31,Perak,235,2549,0,0,0,0,0,0
2020-08-31,Perlis,12,482,0,0,0,0,1,1
2020-08-31,Pulau Pinang,24,1124,0,0,0,1,3,0
2020-08-31,Sabah,410,2478,2,0,4,1,9,12
2020-08-31,Sarawak,217,2320,15,1,22,0,16,23
2020-08-31,Selangor,112,783,10,6,16,5,30,20
2020-08-31,Terengganu,132,1209,10,0,2,0,0,11
2020-08-31,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,2
2020-08-31,W.P. Labuan,11,115,0,0,1,0,0,0
2020-09-01,Johor,172,2579,0,0,1,0,1,1
2020-09-01,Kedah,224,1185,2,0,1,7,27,15
2020-09-01,Kelantan,217,1381,0,0,0,0,0,0
2020-09-01,Melaka,26,1039,0,0,0,4,3,3
2020-09-01,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-09-01,Pahang,78,1616,1,0,0,0,0,1
2020-09-01,Perak,235,2549,0,0,0,0,0,0
2020-09-01,Perlis,12,482,0,0,1,0,1,0
2020-09-01,Pulau Pinang,24,1124,0,0,0,3,0,0
2020-09-01,Sabah,410,2478,2,3,5,0,12,9
2020-09-01,Sarawak,217,2320,14,1,21,0,17,18
2020-09-01,Selangor,112,783,6,1,9,3,28,17
2020-09-01,Terengganu,132,1209,11,0,0,0,0,22
2020-09-01,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,1
2020-09-01,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-02,Johor,172,2579,0,0,1,0,2,1
2020-09-02,Kedah,224,1185,2,3,0,0,32,18
2020-09-02,Kelantan,217,1381,0,0,0,0,0,0
2020-09-02,Melaka,26,1039,0,0,2,0,3,1
2020-09-02,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-09-02,Pahang,78,1616,0,1,0,0,0,1
2020-09-02,Perak,235,2549,0,0,0,0,0,0
2020-09-02,Perlis,12,482,0,0,0,0,1,0
2020-09-02,Pulau Pinang,24,1124,0,0,0,0,0,0
2020-09-02,Sabah,410,2478,2,6,4,0,18,7
2020-09-02,Sarawak,217,2320,11,0,8,0,17,21
2020-09-02,Selangor,112,783,8,6,5,3,31,20
2020-09-02,Terengganu,132,1209,0,0,0,0,0,22
2020-09-02,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-02,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-03,Johor,172,2579,1,1,0,0,3,2
2020-09-03,Kedah,224,1185,0,1,4,3,28,15
2020-09-03,Kelantan,217,1381,0,0,0,0,0,0
2020-09-03,Melaka,26,1039,0,0,1,0,3,0
2020-09-03,Negeri Sembilan,430,1205,0,0,0,0,0,0
2020-09-03,Pahang,78,1616,1,0,0,0,1,2
2020-09-03,Perak,235,2549,0,0,0,0,0,0
2020-09-03,Perlis,12,482,0,0,0,0,1,0
2020-09-03,Pulau Pinang,24,1124,0,0,0,0,0,0
2020-09-03,Sabah,410,2478,9,0,0,1,17,16
2020-09-03,Sarawak,217,2320,20,0,16,0,17,27
2020-09-03,Selangor,112,783,5,3,4,1,33,21
2020-09-03,Terengganu,132,1209,0,0,7,0,0,15
2020-09-03,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-03,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-04,Johor,172,2579,1,1,0,0,4,3
2020-09-04,Kedah,224,1185,2,3,3,2,29,16
2020-09-04,Kelantan,217,1381,0,0,0,0,0,0
2020-09-04,Melaka,26,1039,0,0,0,0,3,0
2020-09-04,Negeri Sembilan,430,1205,0,3,0,0,3,0
2020-09-04,Pahang,78,1616,0,0,1,0,1,1
2020-09-04,Perak,235,2549,0,0,0,0,0,0
2020-09-04,Perlis,12,482,1,0,0,0,1,1
2020-09-04,Pulau Pinang,24,1124,0,0,0,0,0,0
2020-09-04,Sabah,410,2478,4,6,0,0,23,19
2020-09-04,Sarawak,217,2320,33,0,13,6,13,43
2020-09-04,Selangor,112,783,9,0,9,4,29,21
2020-09-04,Terengganu,132,1209,0,0,0,0,0,15
2020-09-04,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-04,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-05,Johor,172,2579,0,0,0,0,4,2
2020-09-05,Kedah,224,1185,0,1,5,0,26,17
2020-09-05,Kelantan,217,1381,0,0,0,0,0,0
2020-09-05,Melaka,26,1039,0,0,0,1,2,0
2020-09-05,Negeri Sembilan,430,1205,0,0,0,0,3,0
2020-09-05,Pahang,78,1616,0,0,0,0,1,0
2020-09-05,Perak,235,2549,0,0,0,0,0,0
2020-09-05,Perlis,12,482,1,0,0,0,1,2
2020-09-05,Pulau Pinang,24,1124,0,0,0,0,0,0
2020-09-05,Sabah,410,2478,14,1,1,0,17,30
2020-09-05,Sarawak,217,2320,10,0,20,0,13,34
2020-09-05,Selangor,112,783,8,9,11,5,33,18
2020-09-05,Terengganu,132,1209,0,0,0,0,0,15
2020-09-05,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-05,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-06,Johor,172,2579,1,0,1,0,4,2
2020-09-06,Kedah,224,1185,1,0,0,0,26,19
2020-09-06,Kelantan,217,1381,0,0,0,0,0,0
2020-09-06,Melaka,26,1039,0,0,0,1,1,0
2020-09-06,Negeri Sembilan,430,1205,0,0,0,0,3,0
2020-09-06,Pahang,78,1616,0,0,0,0,1,0
2020-09-06,Perak,235,2549,0,0,0,0,0,0
2020-09-06,Perlis,12,482,0,0,0,0,1,2
2020-09-06,Pulau Pinang,24,1124,0,1,0,0,1,0
2020-09-06,Sabah,410,2478,3,2,2,0,19,33
2020-09-06,Sarawak,217,2320,11,0,21,2,11,25
2020-09-06,Selangor,112,783,6,6,4,3,36,20
2020-09-06,Terengganu,132,1209,0,0,0,0,0,15
2020-09-06,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-06,W.P. Labuan,11,115,1,0,0,0,0,1
2020-09-07,Johor,172,2579,0,2,0,1,5,2
2020-09-07,Kedah,224,1185,0,3,7,3,26,12
2020-09-07,Kelantan,217,1381,0,0,0,0,0,0
2020-09-07,Melaka,26,1039,0,0,0,1,0,0
2020-09-07,Negeri Sembilan,430,1205,0,0,0,0,3,0
2020-09-07,Pahang,78,1616,0,0,0,0,1,0
2020-09-07,Perak,235,2549,0,0,0,0,0,0
2020-09-07,Perlis,12,482,1,0,0,0,1,3
2020-09-07,Pulau Pinang,24,1124,0,1,0,0,1,0
2020-09-07,Sabah,410,2478,3,7,2,1,24,25
2020-09-07,Sarawak,217,2320,14,0,16,7,6,25
2020-09-07,Selangor,112,783,3,1,5,0,37,18
2020-09-07,Terengganu,132,1209,0,0,1,0,0,14
2020-09-07,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-07,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-08,Johor,172,2579,0,0,1,0,5,1
2020-09-08,Kedah,224,1185,3,12,1,9,32,13
2020-09-08,Kelantan,217,1381,0,0,0,0,0,0
2020-09-08,Melaka,26,1039,0,0,0,0,0,0
2020-09-08,Negeri Sembilan,430,1205,0,0,0,0,3,0
2020-09-08,Pahang,78,1616,0,0,0,0,1,0
2020-09-08,Perak,235,2549,0,0,0,0,0,0
2020-09-08,Perlis,12,482,1,1,2,0,2,1
2020-09-08,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-08,Sabah,410,2478,11,44,2,0,67,33
2020-09-08,Sarawak,217,2320,23,0,18,2,4,25
2020-09-08,Selangor,112,783,6,5,5,4,38,19
2020-09-08,Terengganu,132,1209,0,0,4,0,0,10
2020-09-08,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-08,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-09,Johor,172,2579,2,0,0,0,5,3
2020-09-09,Kedah,224,1185,3,14,1,0,43,17
2020-09-09,Kelantan,217,1381,1,0,0,0,0,1
2020-09-09,Melaka,26,1039,0,0,0,0,0,0
2020-09-09,Negeri Sembilan,430,1205,0,2,0,0,5,0
2020-09-09,Pahang,78,1616,0,0,0,0,1,0
2020-09-09,Perak,235,2549,0,0,0,0,0,0
2020-09-09,Perlis,12,482,0,0,0,0,2,1
2020-09-09,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-09,Sabah,410,2478,9,69,4,0,138,33
2020-09-09,Sarawak,217,2320,15,1,18,2,5,20
2020-09-09,Selangor,112,783,8,12,6,5,45,22
2020-09-09,Terengganu,132,1209,0,0,0,0,0,10
2020-09-09,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-09,W.P. Labuan,11,115,1,0,0,0,0,2
2020-09-10,Johor,172,2579,1,0,0,0,5,2
2020-09-10,Kedah,224,1185,0,13,1,0,56,14
2020-09-10,Kelantan,217,1381,0,0,0,0,0,1
2020-09-10,Melaka,26,1039,0,0,0,0,0,0
2020-09-10,Negeri Sembilan,430,1205,0,0,0,0,5,0
2020-09-10,Pahang,78,1616,0,0,0,0,1,0
2020-09-10,Perak,235,2549,0,0,0,0,0,0
2020-09-10,Perlis,12,482,1,0,0,0,2,2
2020-09-10,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-10,Sabah,410,2478,5,0,8,0,133,37
2020-09-10,Sarawak,217,2320,18,0,17,0,5,24
2020-09-10,Selangor,112,783,6,4,7,11,38,21
2020-09-10,Terengganu,132,1209,0,0,0,0,0,10
2020-09-10,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-10,W.P. Labuan,11,115,0,0,0,0,0,2
2020-09-11,Johor,172,2579,1,0,0,0,6,2
2020-09-11,Kedah,224,1185,3,3,4,1,58,13
2020-09-11,Kelantan,217,1381,0,0,0,0,0,1
2020-09-11,Melaka,26,1039,0,0,0,0,0,0
2020-09-11,Negeri Sembilan,430,1205,0,1,0,0,6,0
2020-09-11,Pahang,78,1616,0,0,0,0,1,0
2020-09-11,Perak,235,2549,0,0,0,0,0,0
2020-09-11,Perlis,12,482,1,0,0,0,2,3
2020-09-11,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-11,Sabah,410,2478,8,11,10,0,142,34
2020-09-11,Sarawak,217,2320,11,0,15,2,4,21
2020-09-11,Selangor,112,783,5,3,5,16,25,21
2020-09-11,Terengganu,132,1209,0,0,0,0,0,10
2020-09-11,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-11,W.P. Labuan,11,115,0,0,0,0,0,2
2020-09-12,Johor,172,2579,1,0,1,0,6,2
2020-09-12,Kedah,224,1185,3,15,4,0,72,10
2020-09-12,Kelantan,217,1381,0,0,0,0,0,1
2020-09-12,Melaka,26,1039,0,0,0,0,0,0
2020-09-12,Negeri Sembilan,430,1205,0,0,0,0,6,0
2020-09-12,Pahang,78,1616,0,0,0,0,1,0
2020-09-12,Perak,235,2549,0,0,0,0,0,0
2020-09-12,Perlis,12,482,0,0,1,1,1,2
2020-09-12,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-12,Sabah,507,2478,5,9,6,6,82,31
2020-09-12,Sarawak,217,2320,19,0,14,1,3,27
2020-09-12,Selangor,112,783,11,2,4,3,24,28
2020-09-12,Terengganu,132,1209,0,0,0,0,0,10
2020-09-12,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,1
2020-09-12,W.P. Labuan,11,115,0,0,1,0,0,1
2020-09-13,Johor,172,2579,0,1,0,0,7,2
2020-09-13,Kedah,224,1185,0,5,1,3,74,10
2020-09-13,Kelantan,217,1381,0,0,0,0,0,1
2020-09-13,Melaka,26,1039,0,0,0,0,0,0
2020-09-13,Negeri Sembilan,430,1205,0,0,0,0,6,0
2020-09-13,Pahang,78,1616,0,0,0,0,1,0
2020-09-13,Perak,235,2549,0,0,0,0,0,0
2020-09-13,Perlis,12,482,1,0,0,0,1,3
2020-09-13,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-13,Sabah,507,2478,10,12,5,0,94,36
2020-09-13,Sarawak,217,2320,19,0,17,0,3,30
2020-09-13,Selangor,112,783,7,6,8,4,26,27
2020-09-13,Terengganu,132,1209,0,0,0,0,0,10
2020-09-13,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-13,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-14,Johor,172,2579,3,0,0,0,7,5
2020-09-14,Kedah,224,1185,7,15,3,3,82,14
2020-09-14,Kelantan,217,1381,0,0,1,0,0,0
2020-09-14,Melaka,26,1039,0,0,0,0,0,0
2020-09-14,Negeri Sembilan,430,1205,0,0,0,0,5,0
2020-09-14,Pahang,78,1616,0,0,0,0,1,0
2020-09-14,Perak,235,2549,0,0,0,0,0,0
2020-09-14,Perlis,12,482,3,0,0,0,1,3
2020-09-14,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-14,Sabah,507,2478,5,23,2,0,116,39
2020-09-14,Sarawak,217,2320,14,1,13,0,4,31
2020-09-14,Selangor,112,783,11,3,12,4,24,24
2020-09-14,Terengganu,132,1209,0,0,0,0,0,10
2020-09-14,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-14,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-15,Johor,172,2579,1,1,0,0,6,7
2020-09-15,Kedah,224,1185,1,1,1,0,81,15
2020-09-15,Kelantan,217,1381,0,0,0,0,0,0
2020-09-15,Melaka,26,1039,0,0,0,0,0,0
2020-09-15,Negeri Sembilan,430,1205,0,4,0,1,8,1
2020-09-15,Pahang,78,1616,0,0,0,0,1,0
2020-09-15,Perak,235,2549,1,0,0,0,0,1
2020-09-15,Perlis,12,482,1,0,0,0,1,2
2020-09-15,Pulau Pinang,24,1124,0,0,0,0,1,0
2020-09-15,Sabah,507,2478,16,28,6,0,132,24
2020-09-15,Sarawak,217,2320,14,0,11,0,4,33
2020-09-15,Selangor,112,783,10,6,5,10,20,29
2020-09-15,Terengganu,132,1209,0,0,10,0,0,0
2020-09-15,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-15,W.P. Labuan,11,115,0,0,1,0,0,0
2020-09-16,Johor,172,2579,2,1,0,0,7,8
2020-09-16,Kedah,224,1185,1,1,1,2,76,14
2020-09-16,Kelantan,217,1381,0,0,0,0,0,0
2020-09-16,Melaka,26,1039,0,0,0,0,0,0
2020-09-16,Negeri Sembilan,430,1205,0,0,0,1,7,1
2020-09-16,Pahang,78,1616,0,0,0,0,1,0
2020-09-16,Perak,235,2549,0,0,0,0,0,1
2020-09-16,Perlis,12,482,0,0,0,0,1,1
2020-09-16,Pulau Pinang,24,1124,0,1,0,0,2,0
2020-09-16,Sabah,507,2478,8,28,1,6,129,22
2020-09-16,Sarawak,217,2320,10,0,16,2,2,28
2020-09-16,Selangor,112,783,16,9,23,5,24,22
2020-09-16,Terengganu,132,1209,0,0,0,0,0,0
2020-09-16,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,1
2020-09-16,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-17,Johor,172,2579,1,1,2,1,7,5
2020-09-17,Kedah,224,1185,0,6,3,3,79,11
2020-09-17,Kelantan,217,1381,0,0,0,0,0,0
2020-09-17,Melaka,26,1039,0,0,0,0,0,0
2020-09-17,Negeri Sembilan,430,1205,1,0,0,0,7,2
2020-09-17,Pahang,78,1616,0,0,0,1,0,0
2020-09-17,Perak,235,2549,0,0,0,0,0,1
2020-09-17,Perlis,12,482,1,0,0,0,1,2
2020-09-17,Pulau Pinang,24,1124,0,2,0,0,4,0
2020-09-17,Sabah,507,2478,17,38,0,2,146,41
2020-09-17,Sarawak,217,2320,5,1,22,0,3,18
2020-09-17,Selangor,112,783,18,2,12,5,20,29
2020-09-17,Terengganu,132,1209,0,0,0,0,0,0
2020-09-17,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,1
2020-09-17,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-18,Johor,172,2579,1,0,2,0,7,6
2020-09-18,Kedah,224,1185,1,1,1,1,80,11
2020-09-18,Kelantan,217,1381,0,0,0,0,0,0
2020-09-18,Melaka,26,1039,1,0,0,0,0,1
2020-09-18,Negeri Sembilan,430,1205,0,0,0,0,7,0
2020-09-18,Pahang,78,1616,0,0,0,0,0,0
2020-09-18,Perak,235,2549,1,0,0,0,0,1
2020-09-18,Perlis,12,482,0,0,0,0,1,5
2020-09-18,Pulau Pinang,24,1124,0,0,0,0,5,0
2020-09-18,Sabah,590,2466,24,17,0,7,158,36
2020-09-18,Sarawak,217,2320,19,0,14,0,3,24
2020-09-18,Selangor,114,783,6,3,6,2,21,29
2020-09-18,Terengganu,132,1209,4,0,0,0,0,4
2020-09-18,W.P. Kuala Lumpur,87,2510,0,0,1,0,0,0
2020-09-18,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-19,Johor,172,2579,2,1,0,3,5,8
2020-09-19,Kedah,224,1185,0,6,0,1,89,9
2020-09-19,Kelantan,217,1381,0,0,0,0,0,0
2020-09-19,Melaka,26,1039,0,0,0,0,0,1
2020-09-19,Negeri Sembilan,430,1205,0,0,0,0,7,0
2020-09-19,Pahang,78,1616,0,0,0,0,0,0
2020-09-19,Perak,235,2549,1,0,0,0,0,2
2020-09-19,Perlis,12,482,1,0,2,0,1,4
2020-09-19,Pulau Pinang,24,1124,0,0,0,1,3,0
2020-09-19,Sabah,590,2466,8,35,10,17,133,48
2020-09-19,Sarawak,217,2320,24,0,18,0,3,30
2020-09-19,Selangor,114,783,14,0,15,4,22,32
2020-09-19,Terengganu,132,1209,0,0,0,0,0,4
2020-09-19,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-19,W.P. Labuan,11,115,1,0,0,0,0,1
2020-09-20,Johor,172,2579,1,0,0,1,4,9
2020-09-20,Kedah,224,1185,1,4,0,0,100,10
2020-09-20,Kelantan,217,1381,0,0,0,0,0,0
2020-09-20,Melaka,26,1039,0,0,1,0,0,0
2020-09-20,Negeri Sembilan,430,1205,0,0,0,1,7,0
2020-09-20,Pahang,78,1616,0,0,0,0,0,0
2020-09-20,Perak,235,2549,0,0,1,0,0,1
2020-09-20,Perlis,12,482,0,0,0,0,1,3
2020-09-20,Pulau Pinang,24,1124,0,1,0,0,4,0
2020-09-20,Sabah,590,2466,8,34,11,10,158,52
2020-09-20,Sarawak,217,2320,21,0,19,0,3,30
2020-09-20,Selangor,142,783,13,5,13,8,18,24
2020-09-20,Terengganu,132,1209,0,0,0,0,0,4
2020-09-20,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,0
2020-09-20,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-21,Johor,172,2579,0,0,0,1,3,8
2020-09-21,Kedah,224,1185,3,1,2,23,73,11
2020-09-21,Kelantan,217,1381,1,0,0,0,0,1
2020-09-21,Melaka,26,1039,0,0,0,0,0,0
2020-09-21,Negeri Sembilan,430,1205,0,0,0,2,5,0
2020-09-21,Pahang,78,1616,0,0,0,0,0,0
2020-09-21,Perak,235,2549,0,0,1,0,0,0
2020-09-21,Perlis,12,482,1,0,0,0,1,4
2020-09-21,Pulau Pinang,24,1124,0,0,0,0,4,0
2020-09-21,Sabah,590,2466,12,28,4,4,162,60
2020-09-21,Sarawak,217,2320,21,0,18,0,3,32
2020-09-21,Selangor,142,783,13,6,12,4,20,25
2020-09-21,Terengganu,132,1209,8,0,0,0,0,12
2020-09-21,W.P. Kuala Lumpur,87,2510,0,1,0,0,1,0
2020-09-21,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-22,Johor,172,2579,0,1,2,0,4,6
2020-09-22,Kedah,224,1185,0,1,0,6,68,11
2020-09-22,Kelantan,217,1381,0,0,1,0,0,0
2020-09-22,Melaka,26,1039,0,0,0,0,0,0
2020-09-22,Negeri Sembilan,430,1205,0,0,0,0,5,0
2020-09-22,Pahang,78,1616,1,0,0,0,0,0
2020-09-22,Perak,235,2549,1,0,0,0,0,1
2020-09-22,Perlis,12,482,0,0,1,0,1,2
2020-09-22,Pulau Pinang,24,1124,0,0,0,0,4,0
2020-09-22,Sabah,507,2478,10,41,7,5,164,61
2020-09-22,Sarawak,217,2320,15,1,26,0,4,32
2020-09-22,Selangor,142,783,8,5,7,1,24,26
2020-09-22,Terengganu,132,1209,0,0,4,0,0,8
2020-09-22,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,1
2020-09-22,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-23,Johor,172,2579,2,0,0,1,5,6
2020-09-23,Kedah,224,1185,3,10,8,12,66,6
2020-09-23,Kelantan,217,1381,1,0,0,0,0,1
2020-09-23,Melaka,26,1039,0,0,0,0,0,0
2020-09-23,Negeri Sembilan,430,1205,0,0,0,0,5,0
2020-09-23,Pahang,78,1616,0,1,1,0,1,0
2020-09-23,Perak,235,2549,0,0,0,0,0,1
2020-09-23,Perlis,12,482,1,0,0,1,0,2
2020-09-23,Pulau Pinang,24,1124,0,0,0,0,4,0
2020-09-23,Sabah,507,2478,17,18,11,4,153,70
2020-09-23,Sarawak,217,2320,17,1,19,1,4,31
2020-09-23,Selangor,142,783,11,3,6,3,24,31
2020-09-23,Terengganu,132,1209,0,0,0,0,0,8
2020-09-23,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,2
2020-09-23,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-24,Johor,172,2579,1,0,1,1,4,5
2020-09-24,Kedah,224,1185,0,5,0,5,67,6
2020-09-24,Kelantan,217,1381,0,1,0,0,1,1
2020-09-24,Melaka,26,1039,0,0,0,0,0,0
2020-09-24,Negeri Sembilan,430,1205,0,0,0,0,5,0
2020-09-24,Pahang,78,1616,0,1,0,0,2,0
2020-09-24,Perak,235,2549,0,0,0,0,0,1
2020-09-24,Perlis,12,482,2,0,0,0,0,4
2020-09-24,Pulau Pinang,24,1124,0,0,0,0,5,0
2020-09-24,Sabah,507,2478,11,39,1,15,165,56
2020-09-24,Sarawak,217,2320,22,0,22,0,4,30
2020-09-24,Selangor,142,783,8,5,12,1,28,27
2020-09-24,Terengganu,132,1209,7,0,1,0,0,14
2020-09-24,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,2
2020-09-24,W.P. Labuan,11,115,0,0,0,0,0,1
2020-09-25,Johor,42,1447,0,0,0,0,0,0
2020-09-25,Kedah,224,1185,1,3,1,8,66,6
2020-09-25,Kelantan,217,1381,1,0,0,0,1,2
2020-09-25,Melaka,26,1039,0,0,0,0,0,0
2020-09-25,Negeri Sembilan,430,1205,0,0,0,4,1,0
2020-09-25,Pahang,78,1616,1,1,0,0,3,0
2020-09-25,Perak,235,2549,1,0,1,0,0,1
2020-09-25,Perlis,12,482,1,0,0,0,0,5
2020-09-25,Pulau Pinang,24,1124,0,0,0,0,5,0
2020-09-25,Sabah,507,2478,0,0,0,0,170,111
2020-09-25,Sarawak,217,2320,23,0,20,0,4,35
2020-09-25,Selangor,142,783,12,3,14,2,29,25
2020-09-25,Terengganu,132,1209,0,0,0,0,0,14
2020-09-25,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,3
2020-09-25,W.P. Labuan,11,115,0,0,0,0,0,0
2020-09-26,Johor,478,1353,0,0,0,0,0,0
2020-09-26,Kedah,224,1185,0,7,0,6,67,6
2020-09-26,Kelantan,217,1381,0,0,0,0,1,2
2020-09-26,Melaka,290,987,0,0,0,0,0,0
2020-09-26,Negeri Sembilan,430,1205,0,1,0,0,2,0
2020-09-26,Pahang,590,1598,0,0,0,0,0,0
2020-09-26,Perak,399,2635,0,0,0,0,0,0
2020-09-26,Perlis,12,482,1,0,0,0,0,4
2020-09-26,Pulau Pinang,24,1124,0,0,0,0,5,0
2020-09-26,Sabah,744,2445,0,0,0,0,0,0
2020-09-26,Sarawak,217,2320,15,0,23,0,3,23
2020-09-26,Selangor,242,1107,8,7,5,5,32,32
2020-09-26,Terengganu,427,1067,0,0,0,0,0,0
2020-09-26,W.P. Kuala Lumpur,87,2510,1,0,0,0,0,4
2020-09-26,W.P. Labuan,106,99,0,0,0,0,0,0
2020-09-27,Johor,478,1353,0,0,0,0,0,0
2020-09-27,Kedah,224,1185,1,0,0,3,64,7
2020-09-27,Kelantan,217,1381,1,0,0,0,1,3
2020-09-27,Melaka,290,987,0,0,0,0,0,0
2020-09-27,Negeri Sembilan,430,1205,0,2,0,0,4,0
2020-09-27,Pahang,590,1598,0,0,0,0,0,0
2020-09-27,Perak,399,2635,0,0,0,0,0,0
2020-09-27,Perlis,12,482,1,0,0,0,0,5
2020-09-27,Pulau Pinang,24,1124,0,0,0,2,3,0
2020-09-27,Sabah,744,2445,0,0,0,0,0,0
2020-09-27,Sarawak,217,2320,9,1,17,1,3,13
2020-09-27,Selangor,782,795,0,0,0,0,0,0
2020-09-27,Terengganu,427,1067,0,0,0,0,0,0
2020-09-27,W.P. Kuala Lumpur,87,2510,0,0,0,0,0,4
2020-09-27,W.P. Labuan,106,99,0,0,0,0,0,0
2020-09-28,Johor,172,2579,5,0,0,0,8,12
2020-09-28,Kedah,224,1185,4,0,0,0,62,11
2020-09-28,Kelantan,217,1381,0,0,2,0,1,1
2020-09-28,Melaka,26,1039,0,0,0,0,2,2
